age,workClass,education,educationNum,maritalStatus,occupation,race,sex,hoursPerWeek,nativeCountry,income
38,Private,Assoc-voc,11,Married,Craft-repair,White,Male,50,United-States,<=50K
48,Private,HS-grad,9,Married,Handlers-cleaners,White,Female,16,United-States,>50K
33,Private,HS-grad,9,Single,Craft-repair,White,Male,30,United-States,<=50K
46,Private,Masters,14,Married,Exec-managerial,White,Male,55,?,>50K
18,Private,7th-8th,4,Single,Other-service,Brown,Female,40,Philippines,<=50K
52,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
46,Private,Bachelors,13,Married,Prof-specialty,White,Male,45,United-States,>50K
28,Private,HS-grad,9,Single,Prof-specialty,White,Male,40,United-States,<=50K
37,Private,Some-college,10,Single,Other-service,Brown,Male,30,Vietnam,<=50K
23,?,Some-college,10,Single,?,White,Female,15,United-States,<=50K
45,Local-gov,Masters,14,Married,Prof-specialty,White,Male,50,United-States,>50K
17,Private,10th,6,Single,Sales,White,Female,16,United-States,<=50K
56,Private,Masters,14,Married,Prof-specialty,White,Male,40,United-States,>50K
38,Self-emp-inc,Assoc-acdm,12,Married,Exec-managerial,White,Male,45,United-States,<=50K
81,Private,7th-8th,4,Married,Transport-moving,White,Male,10,United-States,<=50K
22,Private,Some-college,10,Single,Machine-op-inspct,White,Female,30,United-States,<=50K
43,State-gov,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
31,Private,Assoc-acdm,12,Married,Adm-clerical,White,Female,40,United-States,<=50K
42,Self-emp-not-inc,Bachelors,13,Married,Prof-specialty,White,Male,40,United-States,>50K
66,?,Some-college,10,Married,?,White,Male,50,United-States,<=50K
50,Private,HS-grad,9,Married,Transport-moving,White,Male,40,United-States,>50K
31,Private,Some-college,10,Married,Handlers-cleaners,White,Male,40,United-States,<=50K
35,Private,Some-college,10,Married,Exec-managerial,White,Female,40,United-States,<=50K
21,?,Some-college,10,Single,?,White,Female,35,United-States,<=50K
36,Private,Bachelors,13,Married,Other-service,Black,Female,35,United-States,<=50K
33,Private,7th-8th,4,Married,Farming-fishing,White,Male,40,Mexico,<=50K
36,Private,Bachelors,13,Married,Prof-specialty,Black,Female,40,United-States,<=50K
37,?,HS-grad,9,Married,?,White,Male,55,United-States,<=50K
50,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,25,United-States,<=50K
55,Private,Some-college,10,Married,Prof-specialty,White,Male,40,United-States,>50K
29,Private,HS-grad,9,Married,Machine-op-inspct,White,Female,40,United-States,<=50K
24,Private,Some-college,10,Single,Other-service,Black,Female,30,Haiti,<=50K
39,Federal-gov,Some-college,10,Married,Adm-clerical,White,Male,40,United-States,>50K
34,Private,Bachelors,13,Single,Sales,White,Male,40,United-States,<=50K
29,Private,7th-8th,4,Married,Craft-repair,White,Female,55,United-States,<=50K
60,Private,Some-college,10,Married,Craft-repair,Brown,Male,32,United-States,>50K
33,Private,Masters,14,Married,Exec-managerial,White,Female,50,United-States,>50K
58,Private,9th,5,Single,Handlers-cleaners,White,Male,40,El-Salvador,<=50K
27,Private,Some-college,10,Married,Sales,White,Male,40,United-States,<=50K
46,State-gov,Some-college,10,Married,Protective-serv,Brown,Female,40,United-States,<=50K
63,Private,HS-grad,9,Married,Protective-serv,White,Male,40,United-States,<=50K
38,Self-emp-not-inc,Some-college,10,Married,Other-service,White,Female,40,United-States,<=50K
23,Private,Some-college,10,Single,Craft-repair,White,Male,15,United-States,<=50K
29,Private,Bachelors,13,Single,Prof-specialty,White,Female,40,United-States,>50K
31,Private,Prof-school,15,Married,Prof-specialty,White,Female,60,United-States,>50K
49,Self-emp-inc,HS-grad,9,Married,Exec-managerial,White,Male,40,United-States,>50K
45,Self-emp-inc,Doctorate,16,Married,Prof-specialty,White,Male,60,United-States,>50K
42,Private,9th,5,Married,Transport-moving,White,Male,40,United-States,<=50K
48,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
24,Private,Some-college,10,Single,Adm-clerical,White,Male,40,United-States,<=50K
49,Self-emp-not-inc,Some-college,10,Married,Sales,White,Male,50,United-States,<=50K
40,Private,Some-college,10,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
57,Private,Assoc-voc,11,Married,Prof-specialty,White,Male,45,United-States,<=50K
50,Private,HS-grad,9,Married,Adm-clerical,White,Female,40,United-States,<=50K
46,Private,Bachelors,13,Married,Exec-managerial,White,Male,55,United-States,>50K
35,Self-emp-not-inc,Some-college,10,Married,Exec-managerial,White,Male,60,United-States,<=50K
19,Private,Some-college,10,Single,Other-service,White,Female,20,United-States,<=50K
18,Private,10th,6,Single,Other-service,White,Female,28,United-States,<=50K
20,Private,HS-grad,9,Single,Craft-repair,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married,Transport-moving,White,Male,40,United-States,<=50K
46,Private,HS-grad,9,Married,Machine-op-inspct,Brown,Male,40,Cambodia,>50K
40,Federal-gov,HS-grad,9,Married,Adm-clerical,White,Female,20,United-States,>50K
54,Private,Masters,14,Married,Exec-managerial,Brown,Male,45,United-States,>50K
28,Private,HS-grad,9,Married,Craft-repair,White,Male,45,United-States,<=50K
38,Private,Some-college,10,Married,Craft-repair,White,Male,40,United-States,>50K
28,Private,Some-college,10,Single,Priv-house-serv,White,Female,40,United-States,<=50K
22,Private,11th,7,Single,Craft-repair,White,Male,40,United-States,<=50K
31,Private,Bachelors,13,Married,Exec-managerial,White,Male,50,United-States,>50K
27,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
45,Private,Bachelors,13,Married,Prof-specialty,White,Male,42,United-States,>50K
38,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
67,Self-emp-not-inc,Assoc-acdm,12,Married,Exec-managerial,White,Female,4,United-States,>50K
75,Private,Masters,14,Single,Protective-serv,White,Male,16,United-States,<=50K
41,Private,Masters,14,Married,Exec-managerial,Black,Female,60,United-States,>50K
37,Private,Bachelors,13,Married,Sales,White,Male,60,United-States,>50K
47,Private,HS-grad,9,Single,Exec-managerial,White,Female,50,Cuba,<=50K
34,Local-gov,Bachelors,13,Married,Prof-specialty,White,Male,45,Mexico,>50K
25,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
52,Private,HS-grad,9,Devorced,Adm-clerical,White,Female,40,United-States,<=50K
27,State-gov,HS-grad,9,Single,Protective-serv,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Single,Farming-fishing,Brown,Male,40,Puerto-Rico,<=50K
44,Local-gov,12th,8,Married,Other-service,White,Female,35,Mexico,<=50K
27,Local-gov,HS-grad,9,Married,Exec-managerial,White,Male,80,United-States,>50K
42,Private,Some-college,10,Single,Tech-support,White,Male,33,United-States,<=50K
26,Private,9th,5,Single,Other-service,White,Female,38,El-Salvador,<=50K
23,Private,HS-grad,9,Single,Prof-specialty,White,Male,40,Canada,<=50K
28,Private,HS-grad,9,Single,Prof-specialty,Brown,Female,40,United-States,<=50K
38,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,50,United-States,<=50K
28,Private,Some-college,10,Single,Craft-repair,White,Male,50,United-States,<=50K
29,Private,HS-grad,9,Single,Adm-clerical,White,Female,40,United-States,<=50K
56,Self-emp-not-inc,9th,5,Married,Exec-managerial,White,Male,50,Columbia,<=50K
23,?,Bachelors,13,Single,?,Brown,Male,35,United-States,<=50K
30,Private,Some-college,10,Single,Exec-managerial,Black,Female,40,United-States,<=50K
48,Private,Some-college,10,Married,Handlers-cleaners,White,Male,40,United-States,<=50K
45,Self-emp-not-inc,Some-college,10,Married,Exec-managerial,Brown,Male,72,?,<=50K
38,Private,Masters,14,Married,Exec-managerial,White,Male,60,Cuba,>50K
24,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
47,State-gov,Doctorate,16,Married,Prof-specialty,White,Male,40,United-States,>50K
22,Private,HS-grad,9,Single,Other-service,White,Female,48,?,<=50K
29,Private,Some-college,10,Single,Prof-specialty,White,Female,40,United-States,<=50K
45,Private,Assoc-acdm,12,Married,Craft-repair,White,Male,40,United-States,<=50K
24,Private,HS-grad,9,Single,Craft-repair,White,Male,40,United-States,<=50K
40,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
28,Local-gov,9th,5,Married,Craft-repair,Black,Male,40,Trinadad&Tobago,>50K
46,Federal-gov,Bachelors,13,Married,Prof-specialty,White,Female,50,United-States,>50K
34,?,Some-college,10,Married,?,White,Female,4,United-States,<=50K
32,Private,Some-college,10,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
20,Private,HS-grad,9,Single,Sales,White,Male,40,United-States,<=50K
23,Private,Some-college,10,Single,Other-service,White,Male,35,Mexico,<=50K
46,Private,HS-grad,9,Married,Other-service,White,Male,40,United-States,<=50K
21,Private,HS-grad,9,Single,Sales,White,Female,35,United-States,<=50K
59,Private,Masters,14,Married,Exec-managerial,Brown,Male,40,United-States,>50K
31,Private,Some-college,10,Married,Prof-specialty,White,Male,50,United-States,<=50K
48,Private,Some-college,10,Married,Exec-managerial,White,Female,40,United-States,<=50K
34,Private,7th-8th,4,Married,Transport-moving,White,Male,40,United-States,<=50K
19,Private,Some-college,10,Single,Other-service,White,Male,25,United-States,<=50K
20,Private,Some-college,10,Single,Sales,White,Male,35,United-States,<=50K
29,Private,Bachelors,13,Single,Prof-specialty,White,Male,50,United-States,<=50K
54,Private,Some-college,10,Married,Craft-repair,White,Male,40,United-States,>50K
36,Private,HS-grad,9,Married,Craft-repair,White,Male,52,United-States,<=50K
43,Private,Bachelors,13,Single,Sales,White,Male,50,United-States,>50K
46,Federal-gov,Bachelors,13,Married,Tech-support,White,Male,40,United-States,>50K
33,Private,Masters,14,Married,Prof-specialty,White,Male,45,United-States,>50K
33,Private,10th,6,Married,Other-service,White,Female,45,United-States,<=50K
36,Private,Some-college,10,Married,Transport-moving,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Married,Handlers-cleaners,White,Male,40,United-States,>50K
37,?,Assoc-voc,11,Married,?,White,Male,54,United-States,>50K
64,?,12th,8,Married,?,White,Male,24,United-States,<=50K
45,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,60,United-States,<=50K
25,Private,Bachelors,13,Single,Adm-clerical,White,Female,40,United-States,<=50K
28,Private,Assoc-voc,11,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Single,Adm-clerical,White,Female,40,United-States,<=50K
23,Private,HS-grad,9,Single,Priv-house-serv,White,Male,40,United-States,<=50K
24,Private,HS-grad,9,Single,Exec-managerial,White,Female,40,United-States,<=50K
58,Self-emp-not-inc,Some-college,10,Married,Prof-specialty,White,Female,40,United-States,<=50K
36,Private,Assoc-voc,11,Married,Tech-support,White,Female,40,United-States,<=50K
46,Private,Some-college,10,Married,Sales,White,Male,50,United-States,<=50K
23,?,7th-8th,4,Single,?,White,Female,40,Mexico,<=50K
32,Private,Some-college,10,Married,Sales,White,Male,50,United-States,<=50K
26,Private,HS-grad,9,Single,Other-service,Black,Male,40,United-States,<=50K
52,Private,5th-6th,3,Single,Handlers-cleaners,White,Female,40,United-States,<=50K
19,Private,HS-grad,9,Single,Other-service,White,Female,45,United-States,<=50K
33,Private,Bachelors,13,Married,Prof-specialty,White,Male,60,United-States,>50K
60,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
39,Private,Some-college,10,Married,Exec-managerial,White,Male,38,United-States,<=50K
45,Private,Bachelors,13,Married,Exec-managerial,White,Male,45,United-States,<=50K
37,Local-gov,Some-college,10,Married,Adm-clerical,Black,Female,40,United-States,<=50K
29,Private,Assoc-acdm,12,Single,Tech-support,White,Male,40,United-States,<=50K
53,Private,Some-college,10,Married,Craft-repair,White,Male,66,United-States,<=50K
46,State-gov,Some-college,10,Married,Exec-managerial,White,Male,40,United-States,<=50K
20,Private,Some-college,10,Single,Transport-moving,White,Male,40,United-States,<=50K
39,Private,Masters,14,Single,Prof-specialty,White,Female,40,United-States,<=50K
48,Private,Some-college,10,Married,Prof-specialty,White,Female,40,United-States,>50K
38,Private,HS-grad,9,Married,Craft-repair,Black,Male,48,United-States,<=50K
36,Private,HS-grad,9,Married,Craft-repair,White,Male,45,United-States,<=50K
53,Private,7th-8th,4,Married,Machine-op-inspct,Black,Female,56,United-States,<=50K
29,Private,HS-grad,9,Single,Craft-repair,White,Male,35,United-States,<=50K
64,Private,7th-8th,4,Married,Adm-clerical,White,Male,50,United-States,<=50K
34,Private,Some-college,10,Married,Exec-managerial,White,Male,50,United-States,>50K
36,?,HS-grad,9,Married,?,White,Male,40,United-States,<=50K
41,Local-gov,Bachelors,13,Married,Prof-specialty,White,Female,40,United-States,<=50K
34,Private,HS-grad,9,Married,Exec-managerial,White,Female,38,United-States,<=50K
68,?,9th,5,Married,?,White,Male,2,United-States,<=50K
37,Private,Bachelors,13,Married,Prof-specialty,Brown,Male,50,?,>50K
22,Private,Some-college,10,Married,Tech-support,White,Male,40,United-States,<=50K
43,Private,12th,8,Married,Craft-repair,White,Male,40,United-States,<=50K
19,?,Some-college,10,Single,?,White,Female,30,United-States,<=50K
36,Private,Some-college,10,Single,Exec-managerial,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married,Sales,White,Male,55,United-States,>50K
25,Private,Assoc-voc,11,Single,Other-service,Brown,Female,40,?,<=50K
33,Private,Some-college,10,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
27,Private,Some-college,10,Single,Machine-op-inspct,White,Female,40,United-States,<=50K
33,Private,Some-college,10,Single,Tech-support,White,Male,70,United-States,<=50K
24,Private,HS-grad,9,Married,Transport-moving,White,Female,40,United-States,<=50K
47,Local-gov,Some-college,10,Married,Prof-specialty,White,Female,40,United-States,<=50K
48,Self-emp-inc,10th,6,Married,Exec-managerial,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married,Sales,White,Male,50,United-States,<=50K
33,Local-gov,Bachelors,13,Married,Prof-specialty,White,Male,40,United-States,>50K
44,Private,Bachelors,13,Married,Machine-op-inspct,White,Male,40,United-States,>50K
33,Local-gov,Assoc-voc,11,Single,Protective-serv,White,Male,56,United-States,<=50K
26,Private,Some-college,10,Single,Adm-clerical,White,Female,25,United-States,<=50K
22,Private,Assoc-voc,11,Single,Exec-managerial,White,Male,40,United-States,<=50K
34,Private,Some-college,10,Married,Exec-managerial,White,Male,55,United-States,>50K
31,Self-emp-inc,Some-college,10,Single,Exec-managerial,White,Male,45,United-States,<=50K
73,?,HS-grad,9,Devorced,?,White,Female,15,United-States,<=50K
38,Local-gov,Assoc-voc,11,Married,Exec-managerial,White,Male,40,United-States,<=50K
51,Self-emp-not-inc,Some-college,10,Married,Prof-specialty,White,Female,40,United-States,>50K
36,Private,Some-college,10,Married,Exec-managerial,White,Male,40,United-States,<=50K
29,Private,Some-college,10,Married,Protective-serv,White,Male,54,United-States,>50K
64,Self-emp-not-inc,HS-grad,9,Married,Sales,White,Male,15,United-States,>50K
24,Private,Some-college,10,Single,Machine-op-inspct,White,Male,55,United-States,<=50K
21,State-gov,Some-college,10,Single,Exec-managerial,White,Female,20,United-States,<=50K
28,Private,Some-college,10,Married,Craft-repair,White,Male,60,United-States,>50K
18,?,11th,7,Single,?,White,Male,25,United-States,<=50K
41,Self-emp-inc,HS-grad,9,Married,Craft-repair,White,Male,50,United-States,<=50K
17,Private,9th,5,Single,Other-service,White,Male,16,United-States,<=50K
58,Private,Doctorate,16,Married,Prof-specialty,White,Male,50,United-States,>50K
50,Self-emp-not-inc,Bachelors,13,Married,Sales,White,Male,8,United-States,<=50K
30,Private,11th,7,Married,Handlers-cleaners,Brown,Male,40,Mexico,<=50K
47,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
24,Private,Some-college,10,Single,Sales,White,Male,20,United-States,<=50K
50,Federal-gov,Some-college,10,Married,Exec-managerial,Black,Male,40,United-States,<=50K
29,Private,Masters,14,Single,Prof-specialty,White,Male,55,Scotland,<=50K
31,Self-emp-not-inc,Doctorate,16,Married,Prof-specialty,White,Male,40,United-States,>50K
40,Self-emp-not-inc,HS-grad,9,Married,Farming-fishing,White,Male,70,United-States,>50K
31,Private,Some-college,10,Single,Sales,White,Female,60,United-States,<=50K
53,Private,9th,5,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K
33,Private,HS-grad,9,Single,Adm-clerical,White,Female,40,United-States,<=50K
43,Private,Bachelors,13,Married,Other-service,White,Male,40,United-States,<=50K
56,Private,Some-college,10,Married,Exec-managerial,White,Female,50,United-States,>50K
38,Private,Bachelors,13,Married,Exec-managerial,White,Female,50,United-States,>50K
18,Private,11th,7,Single,Sales,White,Female,30,United-States,<=50K
50,Private,HS-grad,9,Married,Exec-managerial,White,Male,40,United-States,>50K
78,Private,HS-grad,9,Devorced,Sales,White,Female,12,United-States,<=50K
27,Private,11th,7,Married,Craft-repair,White,Male,40,United-States,<=50K
19,Private,Some-college,10,Single,Sales,White,Female,25,United-States,<=50K
24,State-gov,Bachelors,13,Single,Tech-support,White,Female,40,United-States,<=50K
20,Private,Some-college,10,Single,Sales,White,Male,15,United-States,<=50K
25,Private,Masters,14,Single,Prof-specialty,White,Male,35,United-States,<=50K
34,Private,Bachelors,13,Married,Sales,White,Female,50,United-States,>50K
30,Self-emp-inc,Assoc-voc,11,Married,Sales,White,Male,35,United-States,<=50K
37,Federal-gov,Masters,14,Married,Prof-specialty,White,Female,40,United-States,<=50K
38,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,48,United-States,>50K
67,Without-pay,HS-grad,9,Married,Adm-clerical,Brown,Male,12,Philippines,<=50K
35,Private,HS-grad,9,Married,Transport-moving,White,Male,30,United-States,<=50K
75,Self-emp-not-inc,HS-grad,9,Married,Farming-fishing,White,Male,30,United-States,<=50K
47,Private,Some-college,10,Married,Exec-managerial,White,Female,50,United-States,<=50K
23,Private,10th,6,Married,Handlers-cleaners,White,Male,40,United-States,<=50K
51,Federal-gov,HS-grad,9,Married,Adm-clerical,White,Female,8,United-States,<=50K
42,Local-gov,HS-grad,9,Married,Other-service,Black,Male,40,United-States,<=50K
32,Private,Some-college,10,Married,Tech-support,White,Female,32,United-States,>50K
54,Private,HS-grad,9,Married,Sales,White,Female,35,United-States,<=50K
20,Private,Some-college,10,Single,Handlers-cleaners,White,Female,40,United-States,<=50K
39,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,>50K
41,Private,HS-grad,9,Married,Craft-repair,White,Male,38,United-States,>50K
35,Private,HS-grad,9,Single,Machine-op-inspct,White,Female,40,United-States,<=50K
45,Local-gov,Bachelors,13,Married,Craft-repair,White,Male,35,United-States,>50K
27,Private,Bachelors,13,Single,Sales,White,Female,40,United-States,<=50K
61,Self-emp-not-inc,7th-8th,4,Married,Sales,White,Male,30,United-States,>50K
41,Private,HS-grad,9,Single,Sales,White,Male,50,United-States,<=50K
22,Private,Some-college,10,Single,Tech-support,White,Male,40,United-States,<=50K
55,Private,Some-college,10,Married,Craft-repair,Black,Male,40,United-States,>50K
66,?,Bachelors,13,Married,?,White,Male,6,United-States,<=50K
25,Private,Some-college,10,Married,Craft-repair,White,Male,40,United-States,<=50K
20,Private,Some-college,10,Single,Other-service,White,Female,35,United-States,<=50K
20,Private,Some-college,10,Single,Machine-op-inspct,Black,Female,35,United-States,<=50K
67,Self-emp-inc,Bachelors,13,Married,Exec-managerial,White,Male,16,United-States,<=50K
44,Private,Some-college,10,Married,Sales,White,Male,60,United-States,>50K
42,Private,HS-grad,9,Married,Sales,White,Male,60,United-States,>50K
29,Local-gov,Some-college,10,Single,Adm-clerical,Brown,Male,40,Ecuador,<=50K
48,Private,Some-college,10,Single,Craft-repair,White,Female,38,United-States,>50K
25,Private,HS-grad,9,Single,Adm-clerical,Black,Female,40,United-States,<=50K
31,Private,HS-grad,9,Married,Other-service,White,Female,99,United-States,>50K
48,Private,Bachelors,13,Married,Sales,White,Female,70,United-States,>50K
40,Private,Masters,14,Married,Prof-specialty,White,Male,20,United-States,<=50K
26,Private,Some-college,10,Married,Sales,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married,Other-service,White,Female,35,United-States,<=50K
52,Private,Some-college,10,Married,Craft-repair,White,Male,40,United-States,>50K
41,Self-emp-not-inc,HS-grad,9,Married,Prof-specialty,White,Male,40,United-States,<=50K
39,Self-emp-not-inc,Bachelors,13,Married,Farming-fishing,White,Female,50,United-States,<=50K
48,Private,HS-grad,9,Single,Adm-clerical,Black,Female,16,Trinadad&Tobago,<=50K
19,Private,HS-grad,9,Single,Sales,White,Female,30,United-States,<=50K
27,Private,Some-college,10,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
59,Private,Assoc-voc,11,Married,Sales,White,Male,50,United-States,<=50K
19,Private,Some-college,10,Single,Sales,White,Male,40,United-States,<=50K
32,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,50,United-States,<=50K
39,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
38,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
27,Private,Some-college,10,Single,Farming-fishing,White,Male,45,United-States,<=50K
23,Private,HS-grad,9,Single,Exec-managerial,White,Female,45,United-States,<=50K
59,?,Assoc-voc,11,Married,?,White,Male,48,United-States,<=50K
25,Local-gov,Bachelors,13,Single,Adm-clerical,Brown,Male,20,India,<=50K
37,Self-emp-inc,Assoc-acdm,12,Married,Sales,White,Male,68,United-States,<=50K
31,Private,HS-grad,9,Married,Transport-moving,White,Male,65,United-States,<=50K
24,Private,Assoc-acdm,12,Single,Sales,White,Female,37,United-States,<=50K
53,Local-gov,Bachelors,13,Married,Adm-clerical,White,Female,38,Dominican-Republic,<=50K
26,Private,Some-college,10,Single,Handlers-cleaners,Black,Male,40,?,<=50K
25,Private,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,>50K
59,Private,11th,7,Single,Machine-op-inspct,White,Male,40,United-States,<=50K
39,Federal-gov,HS-grad,9,Married,Adm-clerical,White,Female,40,United-States,<=50K
28,Private,Some-college,10,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
22,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
20,Private,HS-grad,9,Single,Craft-repair,White,Male,40,El-Salvador,<=50K
25,Private,Some-college,10,Single,Other-service,White,Female,40,United-States,<=50K
27,Private,Some-college,10,Single,Craft-repair,White,Male,50,United-States,<=50K
20,Private,HS-grad,9,Single,Sales,White,Male,40,United-States,<=50K
63,?,Some-college,10,Devorced,?,Black,Female,24,United-States,<=50K
43,Self-emp-not-inc,10th,6,Married,Farming-fishing,White,Male,25,United-States,<=50K
39,Private,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
27,Private,Bachelors,13,Single,Prof-specialty,White,Male,45,United-States,<=50K
17,Private,10th,6,Single,Sales,White,Female,5,United-States,<=50K
40,State-gov,Prof-school,15,Married,Prof-specialty,White,Male,72,United-States,<=50K
50,Private,Some-college,10,Married,Craft-repair,White,Male,48,United-States,>50K
23,Self-emp-inc,Bachelors,13,Single,Adm-clerical,White,Female,35,United-States,<=50K
60,Private,HS-grad,9,Married,Sales,White,Male,65,United-States,>50K
30,Private,HS-grad,9,Single,Exec-managerial,White,Female,40,United-States,<=50K
24,Private,HS-grad,9,Married,Handlers-cleaners,White,Male,50,United-States,<=50K
23,Private,Bachelors,13,Single,Adm-clerical,White,Female,20,United-States,<=50K
24,Private,Bachelors,13,Married,Prof-specialty,White,Male,30,United-States,<=50K
45,Self-emp-not-inc,Bachelors,13,Married,Craft-repair,White,Male,20,United-States,<=50K
58,Self-emp-inc,Some-college,10,Married,Exec-managerial,White,Male,60,United-States,>50K
22,Private,Some-college,10,Single,Sales,White,Male,20,United-States,<=50K
41,Private,Some-college,10,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
48,Private,7th-8th,4,Married,Machine-op-inspct,White,Male,40,United-States,>50K
31,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
33,Private,Prof-school,15,Married,Prof-specialty,White,Male,50,United-States,>50K
49,Self-emp-inc,Bachelors,13,Married,Exec-managerial,White,Male,50,United-States,<=50K
30,Private,Bachelors,13,Married,Prof-specialty,White,Male,50,United-States,>50K
38,Private,HS-grad,9,Single,Craft-repair,White,Male,40,United-States,<=50K
58,Local-gov,HS-grad,9,Married,Transport-moving,White,Male,48,United-States,<=50K
58,Private,Bachelors,13,Married,Prof-specialty,White,Female,50,United-States,<=50K
61,Self-emp-not-inc,HS-grad,9,Married,Exec-managerial,White,Male,40,United-States,<=50K
58,Private,HS-grad,9,Married,Sales,White,Male,40,United-States,>50K
32,Private,Assoc-voc,11,Married,Tech-support,White,Male,45,United-States,>50K
33,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,50,United-States,<=50K
28,Private,Bachelors,13,Married,Exec-managerial,White,Female,50,United-States,>50K
22,Private,Some-college,10,Single,Other-service,White,Female,11,United-States,<=50K
35,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,>50K
59,Private,HS-grad,9,Married,Sales,White,Male,55,United-States,<=50K
45,Self-emp-inc,Prof-school,15,Married,Exec-managerial,Brown,Male,40,?,>50K
50,Self-emp-not-inc,HS-grad,9,Married,Sales,Black,Male,40,United-States,<=50K
56,Self-emp-inc,12th,8,Devorced,Exec-managerial,White,Female,40,United-States,<=50K
36,Self-emp-not-inc,HS-grad,9,Single,Craft-repair,White,Male,40,United-States,<=50K
18,?,10th,6,Single,?,White,Male,30,United-States,<=50K
28,Private,Some-college,10,Married,Sales,Brown,Male,60,United-States,<=50K
42,Private,Assoc-voc,11,Married,Prof-specialty,Black,Male,40,United-States,>50K
60,Private,HS-grad,9,Married,Other-service,White,Male,40,United-States,<=50K
41,Self-emp-inc,Some-college,10,Married,Sales,White,Male,91,United-States,<=50K
42,Private,Bachelors,13,Married,Tech-support,White,Male,45,United-States,>50K
36,Private,HS-grad,9,Married,Craft-repair,White,Male,55,United-States,>50K
52,Local-gov,Masters,14,Married,Prof-specialty,White,Male,40,United-States,>50K
42,Self-emp-not-inc,HS-grad,9,Married,Transport-moving,White,Male,40,United-States,<=50K
26,Local-gov,Some-college,10,Married,Protective-serv,White,Male,55,United-States,>50K
31,Local-gov,Bachelors,13,Married,Prof-specialty,White,Female,40,United-States,<=50K
47,Private,5th-6th,3,Married,Sales,White,Female,40,Mexico,<=50K
35,Private,Some-college,10,Married,Machine-op-inspct,White,Male,50,United-States,<=50K
19,Private,9th,5,Single,Handlers-cleaners,White,Male,25,United-States,<=50K
59,Self-emp-not-inc,Some-college,10,Married,Sales,White,Female,80,United-States,>50K
38,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
36,Private,Bachelors,13,Married,Exec-managerial,White,Male,50,United-States,<=50K
35,Private,Masters,14,Single,Exec-managerial,White,Female,55,United-States,<=50K
39,Private,HS-grad,9,Married,Farming-fishing,White,Male,30,United-States,<=50K
64,Private,Some-college,10,Married,Other-service,White,Male,40,United-States,<=50K
17,Local-gov,10th,6,Single,Other-service,White,Female,25,United-States,<=50K
49,Private,Some-college,10,Married,Other-service,White,Male,32,United-States,<=50K
19,Private,Some-college,10,Single,Other-service,White,Female,25,United-States,<=50K
36,Self-emp-not-inc,HS-grad,9,Married,Prof-specialty,White,Female,40,United-States,<=50K
26,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,45,United-States,<=50K
27,Private,5th-6th,3,Single,Priv-house-serv,White,Female,40,El-Salvador,<=50K
66,Private,Bachelors,13,Married,Prof-specialty,White,Male,40,United-States,>50K
